State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total_calls,Total_charges,Intl_call_ratio,Day_call_ratio,Night_call_ratio,Evening_call_ratio,Avg_charge_per_call,Day_charge_per_min,Eve_charge_per_min,Night_charge_per_min,Intl_charge_per_min,Day_call_efficiency,Eve_call_efficiency,Night_call_efficiency,Intl_call_efficiency,Total_minutes,Charge_per_min,Monthly_Revenue,Customer_Lifetime_Months,CLV,Revenue_per_call,Revenue_per_minute
ME,176,415,No,No,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,False,289,65.84,0.006920415224913495,0.2629757785467128,0.2768166089965398,0.4532871972318339,0.22782006920415226,0.1699820788530466,0.08498134328358208,0.04501295336787565,0.2702970297029703,2.9368421052631577,1.6366412213740458,1.9300000000000002,5.05,602.1,0.10935060621159276,11.222727272727274,5.866666666666666,65.84,0.22782006920415226,0.10935060621159276
MN,13,510,No,Yes,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,False,302,86.38,0.009933774834437087,0.347682119205298,0.40728476821192056,0.23509933774834438,0.28602649006622516,0.16999366286438528,0.08501675442795596,0.04498269896193771,0.2702479338842975,3.005714285714286,2.942253521126761,2.1146341463414635,4.033333333333333,796.7,0.10842224174720722,199.33846153846153,0.43333333333333335,86.38,0.28602649006622516,0.10842224174720722
KS,88,415,No,No,0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,False,326,63.61,0.009202453987730062,0.34049079754601225,0.34049079754601225,0.3098159509202454,0.19512269938650306,0.17002107481559536,0.08499746578813988,0.04498933901918977,0.2697986577181208,1.70990990990991,1.9534653465346536,2.1126126126126126,4.966666666666667,636.5,0.09993715632364493,21.685227272727275,2.933333333333333,63.61,0.19512269938650306,0.09993715632364493
NJ,92,510,No,Yes,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,4,2.16,3,False,336,56.06999999999999,0.011904761904761904,0.3273809523809524,0.35119047619047616,0.30952380952380953,0.16687499999999997,0.17001287001287002,0.0849867374005305,0.04499803844644959,0.27,1.4127272727272728,1.8125,2.1601694915254237,2.0,606.8,0.0924027686222808,18.28369565217391,3.066666666666667,56.07,0.16687499999999997,0.0924027686222808
WI,165,510,No,No,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,False,302,60.48,0.013245033112582781,0.30132450331125826,0.32781456953642385,0.3576158940397351,0.20026490066225164,0.16997405966277562,0.08499627699180937,0.045021186440677964,0.2697247706422018,1.6945054945054945,2.4870370370370374,1.9070707070707071,2.725,622.5,0.0971566265060241,10.996363636363636,5.5,60.48,0.20026490066225164,0.0971566265060241
AR,156,415,No,No,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,False,271,55.2,0.01107011070110701,0.34686346863468637,0.28413284132841327,0.35793357933579334,0.20369003690036902,0.17002237136465323,0.08497757847533632,0.04497635933806147,0.27066666666666667,1.9021276595744683,1.839175257731959,2.1974025974025975,2.5,533.9000000000001,0.10339014796778422,10.615384615384615,5.2,55.2,0.20369003690036902,0.10339014796778422
WA,63,408,No,No,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,False,255,60.4,0.01568627450980392,0.40784313725490196,0.2823529411764706,0.29411764705882354,0.2368627450980392,0.16999330207635632,0.08501461988304093,0.045014520813165544,0.2703296703296703,1.435576923076923,3.648,2.8694444444444445,2.275,638.6,0.09458189790165987,28.76190476190476,2.1,60.4,0.2368627450980392,0.09458189790165987
ID,83,415,Yes,Yes,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,False,324,41.099999999999994,0.018518518518518517,0.3425925925925926,0.33641975308641975,0.30246913580246915,0.12685185185185183,0.17001055966209083,0.08497409326424869,0.045009980039920156,0.269811320754717,0.8531531531531532,1.5755102040816327,1.838532110091743,1.7666666666666666,460.1,0.08932840686807214,14.855421686746986,2.7666666666666666,41.099999999999994,0.12685185185185183,0.08932840686807214
VA,158,415,No,No,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,2,1.86,2,False,337,66.48,0.005934718100890208,0.2997032640949555,0.314540059347181,0.3798219584569733,0.19727002967359053,0.17001795332136446,0.08502463054187193,0.045014245014245016,0.26956521739130435,2.205940594059406,1.5859375,1.9867924528301886,3.45,643.3,0.10334214207990053,12.622784810126584,5.266666666666667,66.48,0.19727002967359053,0.10334214207990053
WV,115,510,Yes,No,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,True,326,74.05,0.018404907975460124,0.29141104294478526,0.37116564417177916,0.31901840490797545,0.22714723926380367,0.16998799519807922,0.08498969072164948,0.04502307185234015,0.2699346405228758,2.630526315789474,2.331730769230769,1.2537190082644627,2.5500000000000003,659.3999999999999,0.11229905975128907,19.317391304347826,3.8333333333333335,74.05,0.22714723926380367,0.11229905975128907
UT,103,510,No,Yes,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,True,287,39.65,0.017421602787456445,0.3205574912891986,0.2787456445993031,0.3832752613240418,0.1381533101045296,0.16995412844036697,0.08499704666272888,0.04499100179964007,0.2697247706422018,0.9478260869565218,1.5390909090909093,2.0837499999999998,2.18,434.09999999999997,0.09133840129002535,11.548543689320388,3.433333333333333,39.65,0.1381533101045296,0.09133840129002535
NJ,64,415,No,No,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,False,324,66.81,0.006172839506172839,0.3425925925925926,0.3395061728395062,0.3117283950617284,0.20620370370370372,0.17001779359430605,0.08499999999999999,0.04498644986449865,0.26956521739130435,2.0252252252252254,1.881188118811881,2.0127272727272727,4.6,645.4000000000001,0.10351719863650448,31.317187500000003,2.1333333333333333,66.81,0.20620370370370372,0.10351719863650448
MS,86,510,No,Yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,False,329,73.01,0.015197568389057751,0.3708206686930091,0.3069908814589666,0.3069908814589666,0.2219148936170213,0.16998468606431852,0.0850140056022409,0.044996772111039376,0.27007874015748035,2.140983606557377,2.120792079207921,1.5336633663366337,2.54,643.0,0.11354587869362365,25.468604651162792,2.8666666666666667,73.01,0.2219148936170213,0.11354587869362365
ME,151,415,No,Yes,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,False,338,61.949999999999996,0.014792899408284023,0.28994082840236685,0.3668639053254438,0.32840236686390534,0.18328402366863905,0.17002544529262084,0.08498293515358361,0.044995491433724076,0.2701492537313433,2.0051020408163267,1.5837837837837838,1.788709677419355,2.68,607.5,0.1019753086419753,12.30794701986755,5.033333333333333,61.949999999999996,0.18328402366863905,0.1019753086419753
NM,87,510,Yes,No,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,False,332,54.27,0.018072289156626505,0.35843373493975905,0.26506024096385544,0.35843373493975905,0.16346385542168676,0.169994022713688,0.08498740554156171,0.04500375657400451,0.27,1.4058823529411766,1.6680672268907564,1.5125,1.8333333333333333,509.9,0.10643263384977447,18.71379310344828,2.9,54.27,0.16346385542168676,0.10643263384977447
TX,90,415,No,No,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,False,322,40.489999999999995,0.015527950310559006,0.2732919254658385,0.37577639751552794,0.33540372670807456,0.1257453416149068,0.1699817518248175,0.08502906976744186,0.04502191609267377,0.27,1.2454545454545454,1.274074074074074,1.3198347107438015,2.2,417.9,0.09688920794448432,13.496666666666664,3.0,40.489999999999995,0.1257453416149068,0.09688920794448432
LA,108,510,No,Yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,False,313,76.39000000000001,0.019169329073482427,0.31629392971246006,0.3035143769968051,0.3610223642172524,0.2440575079872205,0.16999276934201013,0.08500681508405271,0.04502529510961214,0.2704081632653061,2.7939393939393944,1.947787610619469,1.8726315789473684,1.6333333333333335,684.4,0.11161601402688488,21.21944444444445,3.6,76.39000000000001,0.2440575079872205,0.11161601402688488
TN,33,415,No,Yes,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0,False,301,72.3,0.016611295681063124,0.4119601328903654,0.34219269102990035,0.2292358803986711,0.24019933554817274,0.17002141327623127,0.0850191570881226,0.04499685336689742,0.26999999999999996,1.506451612903226,3.782608695652174,3.085436893203884,3.0,780.6,0.09262106072252113,65.72727272727272,1.1,72.3,0.24019933554817274,0.09262106072252113
WI,149,415,Yes,Yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,True,279,44.67,0.010752688172043012,0.34767025089605735,0.27598566308243727,0.3655913978494624,0.16010752688172045,0.16997635933806146,0.08502097064110245,0.04497245179063361,0.27045454545454545,1.3082474226804124,1.6362745098039215,1.8857142857142857,2.9333333333333336,447.8,0.09975435462259938,8.993959731543624,4.966666666666667,44.67,0.16010752688172045,0.09975435462259938
MT,106,510,No,No,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,False,261,57.550000000000004,0.01532567049808429,0.4099616858237548,0.30268199233716475,0.2720306513409962,0.22049808429118775,0.17001180637544275,0.0849898580121704,0.04500494559841741,0.27009345794392525,1.583177570093458,2.777464788732394,2.559493670886076,2.675,579.5,0.09930974978429681,16.287735849056606,3.533333333333333,57.550000000000004,0.22049808429118775,0.09930974978429681
ND,167,408,Yes,No,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,False,295,68.23,0.013559322033898305,0.3389830508474576,0.3423728813559322,0.3050847457627119,0.23128813559322034,0.17001369237790964,0.08501440922190201,0.04499703966844286,0.2702970297029703,2.191,2.698888888888889,1.6722772277227724,2.525,641.0,0.1064430577223089,12.25688622754491,5.566666666666666,68.23,0.23128813559322034,0.1064430577223089
WI,35,510,No,Yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,False,260,68.7,0.015384615384615385,0.3346153846153846,0.26153846153846155,0.38846153846153847,0.26423076923076927,0.1700041373603641,0.085,0.04499826929733472,0.2702127659574468,2.77816091954023,1.4059405940594059,4.248529411764705,2.35,681.9999999999999,0.10073313782991204,58.885714285714286,1.1666666666666667,68.7,0.26423076923076927,0.10073313782991204
MO,107,415,No,Yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,False,350,73.78999999999999,0.025714285714285714,0.23714285714285716,0.3657142857142857,0.37142857142857144,0.2108285714285714,0.17001067235859124,0.08496868475991651,0.044987468671679194,0.2696428571428572,3.3867469879518075,1.1053846153846152,1.8703125,1.2444444444444445,675.4000000000001,0.10925377554042047,20.68878504672897,3.566666666666667,73.78999999999999,0.2108285714285714,0.10925377554042047
AZ,92,415,Yes,Yes,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0,False,270,70.89,0.011111111111111112,0.32592592592592595,0.2814814814814815,0.3814814814814815,0.26255555555555554,0.17001067235859124,0.08499999999999999,0.04496288441145281,0.27066666666666667,3.1943181818181823,1.9223300970873787,1.2407894736842104,2.5,580.9,0.12203477362713032,23.116304347826084,3.066666666666667,70.89,0.26255555555555554,0.12203477362713032
VT,38,415,No,No,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2,False,242,59.099999999999994,0.012396694214876033,0.35537190082644626,0.3181818181818182,0.3140495867768595,0.24421487603305783,0.17002902757619737,0.08501571777855396,0.04502994011976048,0.2702127659574468,1.602325581395349,3.767105263157895,2.168831168831169,4.7,605.2,0.09765366820885656,46.6578947368421,1.2666666666666666,59.099999999999994,0.24421487603305783,0.09765366820885656
VA,68,408,Yes,No,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,True,379,56.75,0.018469656992084433,0.3324538258575198,0.31926121372031663,0.32981530343007914,0.14973614775725594,0.17003367003367004,0.08500455788514129,0.04498740554156171,0.27034482758620687,1.1785714285714286,1.7552,1.640495867768595,2.0714285714285716,580.9,0.0976932346359098,25.036764705882355,2.2666666666666666,56.75,0.14973614775725594,0.0976932346359098
NE,123,510,No,No,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,False,344,63.4,0.011627906976744186,0.3430232558139535,0.313953488372093,0.3313953488372093,0.18430232558139534,0.16999999999999998,0.085,0.04497607655502392,0.2702479338842975,1.6440677966101696,2.1228070175438596,1.3546296296296296,3.025,594.4,0.1066621803499327,15.463414634146343,4.1,63.4,0.18430232558139534,0.1066621803499327
WA,75,510,No,Yes,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,False,297,50.62,0.013468013468013467,0.3872053872053872,0.22895622895622897,0.37037037037037035,0.17043771043771042,0.1699770817417876,0.08500491642084562,0.04502038439138032,0.2701612903225806,1.1382608695652174,1.8490909090909091,2.525,3.1,518.4,0.09764660493827161,20.247999999999998,2.5,50.61999999999999,0.17043771043771042,0.09764660493827161
NM,153,408,No,No,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,False,327,62.53,0.009174311926605505,0.38837920489296635,0.37920489296636084,0.22324159021406728,0.19122324159021406,0.1699946033459255,0.08499999999999999,0.044978165938864625,0.27019867549668874,1.4590551181102362,2.8493150684931505,1.6620967741935484,5.033333333333333,614.5,0.10175752644426363,12.260784313725491,5.1,62.53,0.19122324159021406,0.10175752644426363
FL,143,415,No,No,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,False,357,58.03,0.011204481792717087,0.3277310924369748,0.2801120448179272,0.38095238095238093,0.16254901960784315,0.1700251889168766,0.08498435870698645,0.045022421524663674,0.269672131147541,1.0179487179487179,2.115441176470588,2.23,3.05,642.0,0.09038940809968847,12.174125874125874,4.766666666666667,58.03,0.16254901960784315,0.09038940809968847
SC,87,408,No,No,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,True,331,83.14,0.012084592145015106,0.3202416918429003,0.3867069486404834,0.2809667673716012,0.251178247734139,0.17001550387596898,0.08499511241446726,0.04500537056928035,0.2702127659574468,3.042452830188679,2.1999999999999997,1.4546875,2.35,722.6999999999999,0.1150408191504082,28.66896551724138,2.9,83.14,0.251178247734139,0.1150408191504082
IN,100,510,No,No,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,False,321,64.06,0.009345794392523364,0.3333333333333333,0.3956386292834891,0.2616822429906542,0.1995638629283489,0.16998149861239595,0.08501855287569572,0.045014450867052025,0.26960784313725494,2.020560747663551,2.5666666666666664,1.0897637795275592,3.4,580.4,0.11037215713301173,19.218,3.3333333333333335,64.06,0.1995638629283489,0.11037215713301173
FL,144,415,No,Yes,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,False,296,76.11,0.013513513513513514,0.3310810810810811,0.28716216216216217,0.36824324324324326,0.2571283783783784,0.16998943289890808,0.085,0.04498217014773306,0.27,2.896938775510204,1.761467889908257,2.3094117647058825,2.5,682.2,0.1115655233069481,15.856250000000001,4.8,76.11,0.2571283783783784,0.1115655233069481
ND,70,415,No,Yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,False,282,52.24,0.014184397163120567,0.35815602836879434,0.26595744680851063,0.3617021276595745,0.18524822695035462,0.1699761715647339,0.084979633401222,0.04499406410763752,0.2699029126213592,1.2465346534653465,1.9254901960784314,3.369333333333333,2.575,585.3,0.08925337433794636,22.388571428571428,2.3333333333333335,52.24,0.18524822695035462,0.08925337433794636
MA,136,408,Yes,No,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,True,273,58.129999999999995,0.014652014652014652,0.326007326007326,0.3076923076923077,0.3516483516483517,0.2129304029304029,0.16998997995991985,0.08500473036896877,0.04502762430939226,0.27,2.242696629213483,2.2020833333333334,0.861904761904762,2.75,494.4,0.11757686084142395,12.822794117647058,4.533333333333333,58.129999999999995,0.2129304029304029,0.11757686084142395
MO,120,415,No,Yes,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,False,308,70.92,0.04220779220779221,0.237012987012987,0.38636363636363635,0.3344155844155844,0.23025974025974028,0.1700047014574518,0.08500970873786408,0.04499561018437225,0.2701030927835052,2.9136986301369863,2.5,1.9142857142857144,0.7461538461538461,707.7,0.10021195421788893,17.73,4.0,70.92,0.23025974025974028,0.10021195421788893
WY,104,408,No,No,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,False,345,54.58,0.005797101449275362,0.3855072463768116,0.32463768115942027,0.28405797101449276,0.15820289855072464,0.16998910675381265,0.08500414250207125,0.04500232450023245,0.27007874015748035,1.3804511278195488,1.2316326530612245,1.9205357142857142,6.35,532.1,0.10257470400300694,15.744230769230768,3.466666666666667,54.58,0.15820289855072464,0.10257470400300694
CA,75,510,No,Yes,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,False,363,59.38,0.008264462809917356,0.36363636363636365,0.3168044077134986,0.31129476584022037,0.16358126721763086,0.1699877750611247,0.08500340831629176,0.04499710815500289,0.2702290076335878,1.2393939393939393,1.298230088495575,3.0069565217391307,4.366666666666666,669.1999999999999,0.08873281530185297,23.752000000000002,2.5,59.38000000000001,0.16358126721763086,0.08873281530185297
NE,127,510,Yes,No,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,False,341,61.81,0.011730205278592375,0.3343108504398827,0.30791788856304986,0.3460410557184751,0.1812609970674487,0.16998341625207297,0.08501193317422434,0.04501800720288115,0.27027027027027023,1.586842105263158,1.7754237288135593,2.38,1.85,647.6999999999999,0.0954299830168288,14.600787401574804,4.233333333333333,61.81,0.1812609970674487,0.0954299830168288
ID,122,510,No,Yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,False,318,75.61,0.025157232704402517,0.3018867924528302,0.3270440251572327,0.34591194968553457,0.23776729559748427,0.17001477104874446,0.08498185117967332,0.045026486168334316,0.2703389830508474,2.8208333333333333,2.003636363636364,1.6336538461538461,1.475,672.9,0.11236439292614059,18.592622950819674,4.066666666666666,75.61,0.23776729559748427,0.11236439292614059
VT,124,415,No,No,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,False,299,61.5,0.006688963210702341,0.2408026755852843,0.30434782608695654,0.44816053511705684,0.205685618729097,0.17001121076233183,0.08501712328767123,0.04498327759197324,0.27,2.477777777777778,1.7432835820895523,1.9714285714285715,6.0,603.4,0.10192243950944647,14.879032258064514,4.133333333333334,61.5,0.205685618729097,0.10192243950944647
MO,167,415,Yes,No,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,False,309,57.63,0.009708737864077669,0.29449838187702265,0.3559870550161812,0.33980582524271846,0.18650485436893205,0.17001633986928102,0.08503289473684211,0.04499151103565365,0.27009345794392525,2.6901098901098903,0.579047619047619,1.6063636363636362,3.5666666666666664,493.0,0.11689655172413793,10.352694610778444,5.566666666666666,57.63,0.18650485436893205,0.11689655172413793
VA,89,415,No,Yes,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,False,316,69.35,0.022151898734177215,0.3575949367088608,0.2911392405063291,0.3291139240506329,0.21946202531645567,0.16998570747975225,0.08498799039231385,0.045004460303300624,0.2701149425287357,1.8575221238938053,2.401923076923077,2.4369565217391305,1.2428571428571427,692.6000000000001,0.10012994513427662,23.37640449438202,2.966666666666667,69.35,0.21946202531645567,0.10012994513427662
VT,73,408,No,No,0,213.0,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,False,291,62.040000000000006,0.010309278350515464,0.32646048109965636,0.30584192439862545,0.35738831615120276,0.21319587628865982,0.17,0.08501059322033898,0.045007342143906025,0.27037037037037037,2.2421052631578946,1.8153846153846156,1.5303370786516852,4.5,551.5,0.11249320036264733,25.49589041095891,2.433333333333333,62.04000000000001,0.21319587628865982,0.11249320036264733
MS,1,415,No,No,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,False,255,47.74999999999999,0.011764705882352941,0.4196078431372549,0.30980392156862746,0.25882352941176473,0.1872549019607843,0.17002762430939225,0.08497777777777778,0.044993141289437585,0.2702898550724638,1.3532710280373832,1.7045454545454546,2.7683544303797465,4.6000000000000005,489.8,0.09748877092690893,1432.4999999999998,0.03333333333333333,47.74999999999999,0.1872549019607843,0.09748877092690893
KY,60,408,No,No,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,False,326,51.83,0.012269938650306749,0.4110429447852761,0.3159509202453988,0.2607361963190184,0.1589877300613497,0.17001477104874446,0.08499271491015056,0.045,0.26962025316455696,1.01044776119403,2.4223529411764706,1.9805825242718447,1.975,553.1999999999999,0.09369125090383226,25.915,2.0,51.83,0.1589877300613497,0.09369125090383226
WV,77,510,No,No,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,False,293,42.02,0.006825938566552901,0.23208191126279865,0.46757679180887374,0.2935153583617747,0.14341296928327646,0.17001477104874446,0.08497700562084824,0.04498942917547569,0.27,0.9955882352941177,2.275581395348837,1.7262773722627738,6.0,511.9,0.08208634498925572,16.37142857142857,2.566666666666667,42.02,0.14341296928327646,0.08208634498925572
DC,76,415,No,No,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,False,294,60.8,0.006802721088435374,0.41156462585034015,0.25170068027210885,0.3299319727891156,0.20680272108843537,0.17000891265597146,0.08498985801217038,0.04499455930359086,0.2701492537313433,1.8545454545454545,1.5247422680412372,2.483783783783784,3.35,562.8000000000001,0.10803127221037667,24.0,2.533333333333333,60.8,0.20680272108843537,0.10803127221037667
IA,63,510,No,No,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,False,286,62.64,0.017482517482517484,0.28321678321678323,0.2972027972027972,0.4020979020979021,0.21902097902097903,0.1700325732899023,0.08499825965889314,0.04500434404865335,0.27076923076923076,1.8950617283950617,2.4982608695652173,2.708235294117647,1.3,677.5,0.09245756457564576,29.82857142857143,2.1,62.64,0.21902097902097903,0.09245756457564576
MN,150,415,No,Yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,False,289,56.129999999999995,0.01384083044982699,0.25951557093425603,0.44982698961937717,0.2768166089965398,0.19422145328719723,0.17001146788990823,0.08499117127722189,0.044990079365079365,0.27,2.3253333333333335,2.1237500000000002,1.5507692307692307,2.75,556.9,0.10079008798707129,11.225999999999999,5.0,56.129999999999995,0.19422145328719723,0.10079008798707129
VT,101,415,No,No,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,False,257,58.0,0.007782101167315175,0.3463035019455253,0.29961089494163423,0.3463035019455253,0.22568093385214008,0.17002600780234067,0.085,0.04498217014773306,0.26982758620689656,1.7280898876404496,2.6292134831460676,2.5493506493506497,5.8,595.7,0.09736444519053214,17.22772277227723,3.3666666666666667,58.00000000000001,0.22568093385214008,0.09736444519053214
AK,132,415,No,Yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,False,308,58.25,0.00974025974025974,0.30194805194805197,0.38311688311688313,0.3051948051948052,0.1891233766233766,0.17000569151963577,0.08498931623931624,0.04501108647450111,0.2697674418604651,1.889247311827957,1.9914893617021276,1.9110169491525424,2.8666666666666667,597.0,0.09757118927973199,13.238636363636363,4.4,58.25,0.1891233766233766,0.09757118927973199
CA,158,510,No,No,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,False,359,57.830000000000005,0.022284122562674095,0.3426183844011142,0.3231197771587744,0.31197771587743733,0.16108635097493038,0.16998075689544578,0.08501338090990188,0.04502262443438914,0.2697674418604651,1.267479674796748,2.001785714285714,1.9051724137931034,1.075,609.7,0.09484992619320978,10.980379746835444,5.266666666666667,57.830000000000005,0.16108635097493038,0.09484992619320978
MS,114,415,No,Yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,False,359,57.230000000000004,0.013927576601671309,0.30362116991643456,0.28690807799442897,0.3955431754874652,0.1594150417827298,0.17001295336787564,0.08500451671183379,0.04498800959232614,0.2699029126213592,1.41651376146789,1.559154929577465,2.0242718446601944,2.06,594.5999999999999,0.09624957954927685,15.060526315789476,3.8,57.230000000000004,0.1594150417827298,0.09624957954927685
AR,77,415,No,Yes,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,False,250,62.43,0.012,0.292,0.444,0.252,0.24972,0.17000476871721507,0.08502178649237473,0.045012165450121655,0.27042253521126763,2.872602739726027,2.914285714285714,1.8513513513513513,2.3666666666666667,605.9,0.10303680475325962,24.32337662337662,2.566666666666667,62.43,0.24972,0.10303680475325962
NJ,107,415,No,No,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,False,296,60.79,0.006756756756756757,0.32094594594594594,0.375,0.2972972972972973,0.20537162162162162,0.17001414427157002,0.08500999333777481,0.04499545040946315,0.2701298701298701,2.2326315789473683,1.705681818181818,1.9801801801801804,3.85,589.7,0.10308631507546209,17.04392523364486,3.566666666666667,60.790000000000006,0.20537162162162162,0.10308631507546209
NJ,48,510,No,Yes,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,True,308,63.92000000000001,0.016233766233766232,0.20454545454545456,0.3538961038961039,0.4253246753246753,0.20753246753246757,0.17,0.08500772797527048,0.044984802431610946,0.270063694267516,2.4126984126984126,1.9755725190839695,2.4146788990825687,3.1399999999999997,689.7,0.09267797593156446,39.95,1.6,63.92000000000001,0.20753246753246757,0.09267797593156446
TN,59,415,No,No,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,False,262,62.35,0.019083969465648856,0.36259541984732824,0.3702290076335878,0.2480916030534351,0.23797709923664123,0.16998135487880672,0.08499203821656053,0.04498902706656913,0.27,1.693684210526316,3.8646153846153846,2.8185567010309276,1.0,690.5,0.09029688631426502,31.703389830508478,1.9666666666666666,62.35,0.23797709923664123,0.09029688631426502
DE,129,510,No,No,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,True,311,84.56,0.01929260450160772,0.37942122186495175,0.26688102893890675,0.33440514469453375,0.27189710610932477,0.16999700867484294,0.08500780843310775,0.044973821989528796,0.2701923076923077,2.8330508474576273,1.8471153846153845,2.3012048192771086,1.7333333333333334,727.8,0.11618576532014291,19.665116279069768,4.3,84.56,0.27189710610932477,0.11618576532014291
TX,50,510,No,No,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,False,330,59.4,0.024242424242424242,0.28484848484848485,0.37575757575757573,0.3151515151515151,0.18,0.16998411858125992,0.08499264345267286,0.04499341238471673,0.26982758620689656,2.0095744680851064,1.9605769230769232,1.224193548387097,1.45,556.2,0.10679611650485436,35.64,1.6666666666666667,59.400000000000006,0.18,0.10679611650485436
